LINEUPS,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,DATE
C. Wood - A. Reaves - M. Christie,LAL,1,3,150.0,112.5,37.5,100,0.00,25.0,25.0,100,57.1,0.0,57.1,68.5,123.54,62.2,11/30/2023
L. James - A. Davis - J. Hood-Schifino,LAL,1,3,114.3,160.0,-45.7,66.7,1.00,22.2,0.0,66.7,40.0,0.3,70.0,73.5,98.74,42.4,11/30/2023
C. Wood - T. Prince - M. Christie,LAL,1,2,120.0,140.0,-20.0,33.3,0.00,16.7,0.0,50.0,25.0,0.0,60.0,60.0,103.08,37.0,11/30/2023
D. Russell - A. Reaves - J. Hood-Schifino,LAL,1,2,80.0,160.0,-80.0,100,0.00,14.3,20.0,50.0,28.6,0.0,30.0,34.0,105.88,8.7,11/30/2023
A. Davis - D. Russell - J. Hood-Schifino,LAL,1,1,100.0,200.0,-100.0,100,1.00,33.3,0.0,0.0,0.0,0.5,100,100,91.91,28.6,11/30/2023
L. James - C. Wood - M. Christie,LAL,1,0,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.00,-133.3,11/30/2023
A. Davis - D. Russell - T. Prince,LAL,1,24,105.5,94.5,10.9,68.2,3.75,20.0,16.1,77.4,46.8,0.1,50.0,52.5,109.70,55.0,12/2/2023
L. James - A. Davis - T. Prince,LAL,1,24,98.1,86.8,11.4,68.2,3.75,20.0,19.4,77.4,48.4,0.1,47.1,48.2,108.97,58.5,12/2/2023
L. James - A. Davis - D. Russell,LAL,1,23,98.1,98.0,0.1,59.1,2.60,18.1,17.2,75.0,45.6,0.1,49.0,50.0,107.39,52.4,12/2/2023
L. James - D. Russell - T. Prince,LAL,1,21,95.9,97.9,-2.0,68.4,3.25,19.4,17.9,74.1,45.5,0.1,46.7,48.0,108.85,51.0,12/2/2023
A. Davis - T. Prince - M. Christie,LAL,1,15,129.4,70.6,58.8,81.3,13.00,26.0,18.8,100,59.4,0.0,63.8,65.0,106.67,79.7,12/2/2023
A. Davis - A. Reaves - M. Christie,LAL,1,14,120.7,89.3,31.4,50.0,2.00,15.4,28.6,78.6,53.6,0.1,56.3,62.6,99.85,71.8,12/2/2023
A. Davis - D. Russell - M. Christie,LAL,1,14,132.3,76.7,55.6,66.7,10.00,23.8,7.7,100,53.8,0.0,68.0,68.7,106.99,76.7,12/2/2023
L. James - A. Davis - C. Reddish,LAL,1,14,90.6,118.8,-28.1,58.3,1.75,15.6,28.6,63.2,45.0,0.1,42.2,43.5,110.37,35.9,12/2/2023
L. James - A. Davis - M. Christie,LAL,1,14,131.3,71.0,60.3,70.6,12.00,25.0,26.7,100,60.7,0.0,63.8,62.9,104.88,83.3,12/2/2023
L. James - T. Prince - C. Reddish,LAL,1,14,71.9,120.0,-48.1,50.0,1.25,12.2,19.0,57.1,38.1,0.1,35.5,36.6,107.83,25.5,12/2/2023
A. Davis - D. Russell - C. Reddish,LAL,1,13,76.7,113.8,-37.1,50.0,1.25,12.8,21.1,63.2,42.1,0.1,37.9,39.1,111.64,30.9,12/2/2023
A. Davis - T. Prince - C. Reddish,LAL,1,13,76.7,113.8,-37.1,50.0,1.25,12.8,21.1,63.2,42.1,0.1,37.9,39.1,111.64,30.9,12/2/2023
D. Russell - T. Prince - C. Reddish,LAL,1,13,76.7,113.8,-37.1,50.0,1.25,12.8,21.1,63.2,42.1,0.1,37.9,39.1,111.64,30.9,12/2/2023
L. James - D. Russell - C. Reddish,LAL,1,13,76.7,113.8,-37.1,50.0,1.25,12.8,21.1,63.2,42.1,0.1,37.9,39.1,111.64,30.9,12/2/2023
D. Russell - T. Prince - M. Christie,LAL,1,11,134.6,73.1,61.5,83.3,0.00,27.0,8.3,100,54.2,0.0,66.7,67.7,109.63,77.3,12/2/2023
L. James - D. Russell - M. Christie,LAL,1,11,120.0,77.3,42.7,66.7,8.00,23.5,10.0,100,52.6,0.0,65.0,63.8,104.61,76.5,12/2/2023
L. James - T. Prince - M. Christie,LAL,1,11,120.0,54.2,65.8,83.3,0.00,27.0,16.7,100,58.3,0.0,59.1,58.8,108.06,89.7,12/2/2023
L. James - C. Reddish - A. Reaves,LAL,1,10,147.1,100.0,47.1,55.6,1.25,19.2,57.1,62.5,60.0,0.2,67.9,69.6,88.42,76.7,12/2/2023
A. Davis - J. Vanderbilt - M. Christie,LAL,1,8,88.9,100.0,-11.1,80.0,2.00,17.4,11.1,66.7,38.9,0.1,42.9,50.8,102.45,46.9,12/2/2023
C. Wood - J. Vanderbilt - A. Reaves,LAL,1,8,106.7,107.1,-0.5,60.0,1.00,15.8,20.0,71.4,50.0,0.2,50.0,63.3,85.40,60.9,12/2/2023
L. James - A. Reaves - M. Christie,LAL,1,8,147.1,64.7,82.4,45.5,2.50,19.2,57.1,100,78.6,0.1,71.9,68.7,104.17,98.4,12/2/2023
A. Davis - J. Vanderbilt - A. Reaves,LAL,1,7,78.6,107.7,-29.1,66.7,1.00,11.8,14.3,57.1,35.7,0.1,35.0,46.8,97.44,38.1,12/2/2023
J. Vanderbilt - A. Reaves - M. Christie,LAL,1,7,78.6,107.7,-29.1,66.7,1.00,11.8,14.3,57.1,35.7,0.1,35.0,46.8,97.44,38.1,12/2/2023
J. Vanderbilt - C. Reddish - A. Reaves,LAL,1,7,106.7,66.7,40.0,40.0,0.50,11.1,20.0,62.5,46.2,0.3,50.0,63.3,96.21,100,12/2/2023
L. James - A. Davis - A. Reaves,LAL,1,6,150.0,69.2,80.8,50.0,4.00,21.1,50.0,100,72.7,0.1,65.4,64.8,101.12,93.8,12/2/2023
A. Davis - T. Prince - A. Reaves,LAL,1,5,136.4,63.6,72.7,60.0,3.00,18.8,40.0,100,72.7,0.1,66.7,72.7,104.90,92.9,12/2/2023
C. Reddish - A. Reaves - M. Christie,LAL,1,5,130.8,75.0,55.8,50.0,1.50,15.8,50.0,66.7,58.3,0.2,65.0,65.0,111.80,90.0,12/2/2023
C. Wood - C. Reddish - A. Reaves,LAL,1,5,133.3,88.9,44.4,50.0,0.67,16.7,50.0,75.0,66.7,0.3,66.7,77.3,82.29,92.3,12/2/2023
C. Wood - J. Vanderbilt - C. Reddish,LAL,1,5,133.3,88.9,44.4,50.0,0.67,16.7,50.0,75.0,66.7,0.3,66.7,77.3,82.29,92.3,12/2/2023
L. James - C. Wood - A. Reaves,LAL,1,5,133.3,88.9,44.4,50.0,0.67,16.7,50.0,75.0,66.7,0.3,66.7,77.3,82.29,92.3,12/2/2023
L. James - C. Wood - C. Reddish,LAL,1,5,133.3,88.9,44.4,50.0,0.67,16.7,50.0,75.0,66.7,0.3,66.7,77.3,82.29,92.3,12/2/2023
L. James - C. Wood - J. Vanderbilt,LAL,1,5,133.3,88.9,44.4,50.0,0.67,16.7,50.0,75.0,66.7,0.3,66.7,77.3,82.29,92.3,12/2/2023
L. James - J. Vanderbilt - A. Reaves,LAL,1,5,133.3,88.9,44.4,50.0,0.67,16.7,50.0,75.0,66.7,0.3,66.7,77.3,82.29,92.3,12/2/2023
L. James - J. Vanderbilt - C. Reddish,LAL,1,5,133.3,88.9,44.4,50.0,0.67,16.7,50.0,75.0,66.7,0.3,66.7,77.3,82.29,92.3,12/2/2023
T. Prince - A. Reaves - M. Christie,LAL,1,5,136.4,66.7,69.7,60.0,3.00,18.8,40.0,100,72.7,0.1,66.7,72.7,105.81,92.5,12/2/2023
L. James - T. Prince - A. Reaves,LAL,1,4,85.7,37.5,48.2,66.7,0.00,20.0,20.0,66.7,45.5,0.0,37.5,37.5,102.37,123.1,12/2/2023
A. Davis - C. Reddish - A. Reaves,LAL,1,3,125.0,87.5,37.5,66.7,2.00,16.7,40.0,50.0,44.4,0.1,50.0,57.1,110.77,77.8,12/2/2023
A. Davis - C. Reddish - M. Christie,LAL,1,3,125.0,87.5,37.5,66.7,2.00,16.7,40.0,50.0,44.4,0.1,50.0,57.1,110.77,77.8,12/2/2023
A. Davis - C. Wood - A. Reaves,LAL,1,3,66.7,140.0,-73.3,100,0.00,14.3,0.0,66.7,33.3,0.0,25.0,41.0,91.03,20.0,12/2/2023
A. Davis - C. Wood - J. Vanderbilt,LAL,1,3,66.7,140.0,-73.3,100,0.00,14.3,0.0,66.7,33.3,0.0,25.0,41.0,91.03,20.0,12/2/2023
A. Davis - C. Wood - M. Christie,LAL,1,3,66.7,140.0,-73.3,100,0.00,14.3,0.0,66.7,33.3,0.0,25.0,41.0,91.03,20.0,12/2/2023
A. Davis - D. Russell - A. Reaves,LAL,1,3,150.0,85.7,64.3,0.0,0.00,0.0,0.0,100,60.0,0.1,90.0,94.9,105.37,85.2,12/2/2023
A. Davis - T. Prince - J. Vanderbilt,LAL,1,3,114.3,128.6,-14.3,100,3.00,27.3,33.3,100,60.0,0.1,66.7,66.7,101.82,47.4,12/2/2023
C. Reddish - J. Hayes - A. Reaves,LAL,1,3,116.7,83.3,33.3,33.3,1.00,12.5,33.3,50.0,42.9,0.2,60.0,55.4,95.47,69.2,12/2/2023
C. Wood - A. Reaves - M. Christie,LAL,1,3,66.7,140.0,-73.3,100,0.00,14.3,0.0,66.7,33.3,0.0,25.0,41.0,91.03,20.0,12/2/2023
C. Wood - J. Hayes - J. Hood-Schifino,LAL,1,3,14.3,114.3,-100.0,0.0,0.00,0.0,0.0,66.7,22.2,0.1,0.0,8.5,115.86,-100.0,12/2/2023
C. Wood - J. Hayes - M. Christie,LAL,1,3,14.3,114.3,-100.0,0.0,0.00,0.0,0.0,66.7,22.2,0.1,0.0,8.5,115.86,-100.0,12/2/2023
C. Wood - J. Hayes - M. Lewis,LAL,1,3,14.3,114.3,-100.0,0.0,0.00,0.0,0.0,66.7,22.2,0.1,0.0,8.5,115.86,-100.0,12/2/2023
C. Wood - J. Hood-Schifino - M. Lewis,LAL,1,3,14.3,114.3,-100.0,0.0,0.00,0.0,0.0,66.7,22.2,0.1,0.0,8.5,115.86,-100.0,12/2/2023
C. Wood - J. Vanderbilt - M. Christie,LAL,1,3,66.7,140.0,-73.3,100,0.00,14.3,0.0,66.7,33.3,0.0,25.0,41.0,91.03,20.0,12/2/2023
C. Wood - M. Christie - J. Hood-Schifino,LAL,1,3,14.3,114.3,-100.0,0.0,0.00,0.0,0.0,66.7,22.2,0.1,0.0,8.5,115.86,-100.0,12/2/2023
C. Wood - M. Christie - M. Lewis,LAL,1,3,14.3,114.3,-100.0,0.0,0.00,0.0,0.0,66.7,22.2,0.1,0.0,8.5,115.86,-100.0,12/2/2023
D. Russell - A. Reaves - M. Christie,LAL,1,3,150.0,85.7,64.3,0.0,0.00,0.0,0.0,100,60.0,0.1,90.0,94.9,105.37,85.2,12/2/2023
J. Hayes - J. Hood-Schifino - M. Lewis,LAL,1,3,14.3,114.3,-100.0,0.0,0.00,0.0,0.0,66.7,22.2,0.1,0.0,8.5,115.86,-100.0,12/2/2023
J. Hayes - M. Christie - J. Hood-Schifino,LAL,1,3,14.3,112.5,-98.2,0.0,0.00,0.0,0.0,66.7,22.2,0.1,0.0,8.5,116.76,-140.0,12/2/2023
J. Hayes - M. Christie - M. Lewis,LAL,1,3,14.3,114.3,-100.0,0.0,0.00,0.0,0.0,66.7,22.2,0.1,0.0,8.5,115.86,-100.0,12/2/2023
L. James - C. Reddish - J. Hayes,LAL,1,3,116.7,83.3,33.3,33.3,1.00,12.5,33.3,50.0,42.9,0.2,60.0,55.4,95.47,69.2,12/2/2023
L. James - C. Reddish - M. Christie,LAL,1,3,185.7,100.0,85.7,60.0,3.00,23.1,100,100,100,0.1,91.7,79.3,107.23,82.4,12/2/2023
L. James - J. Hayes - A. Reaves,LAL,1,3,116.7,83.3,33.3,33.3,1.00,12.5,33.3,50.0,42.9,0.2,60.0,55.4,95.47,69.2,12/2/2023
M. Christie - J. Hood-Schifino - M. Lewis,LAL,1,3,14.3,114.3,-100.0,0.0,0.00,0.0,0.0,66.7,22.2,0.1,0.0,8.5,115.86,-100.0,12/2/2023
T. Prince - J. Vanderbilt - M. Christie,LAL,1,3,114.3,128.6,-14.3,100,3.00,27.3,33.3,100,60.0,0.1,66.7,66.7,101.82,47.4,12/2/2023
A. Davis - D. Russell - J. Vanderbilt,LAL,1,2,125.0,80.0,45.0,100,0.00,33.3,0.0,100,50.0,0.0,62.5,62.5,121.12,63.6,12/2/2023
A. Davis - J. Vanderbilt - C. Reddish,LAL,1,2,66.7,33.3,33.3,0.0,0.00,0.0,0.0,50.0,28.6,0.2,25.0,41.0,128.96,133.3,12/2/2023
C. Reddish - J. Hayes - M. Christie,LAL,1,2,140.0,50.0,90.0,33.3,1.00,14.3,100,100,100,0.2,100,81.0,113.68,115.4,12/2/2023
D. Russell - J. Vanderbilt - M. Christie,LAL,1,2,125.0,80.0,45.0,100,0.00,33.3,0.0,100,50.0,0.0,62.5,62.5,121.12,63.6,12/2/2023
D. Russell - T. Prince - J. Vanderbilt,LAL,1,2,125.0,80.0,45.0,100,0.00,33.3,0.0,100,50.0,0.0,62.5,62.5,121.12,63.6,12/2/2023
J. Hayes - A. Reaves - M. Christie,LAL,1,2,140.0,60.0,80.0,33.3,1.00,14.3,100,100,100,0.2,100,81.0,115.20,118.2,12/2/2023
J. Vanderbilt - C. Reddish - M. Christie,LAL,1,2,66.7,33.3,33.3,0.0,0.00,0.0,0.0,50.0,28.6,0.2,25.0,41.0,128.96,133.3,12/2/2023
L. James - D. Russell - A. Reaves,LAL,1,2,120.0,100.0,20.0,0.0,0.00,0.0,0.0,100,50.0,0.2,75.0,75.0,93.91,71.4,12/2/2023
L. James - J. Hayes - M. Christie,LAL,1,2,140.0,50.0,90.0,33.3,1.00,14.3,100,100,100,0.2,100,81.0,113.68,115.4,12/2/2023
T. Prince - J. Vanderbilt - A. Reaves,LAL,1,2,100.0,250.0,-150.0,100,1.00,20.0,100,0.0,100,0.3,75.0,75.0,79.12,25.0,12/2/2023
D. Russell - T. Prince - A. Reaves,LAL,1,1,200.0,66.7,133.3,0.0,0.00,0.0,0.0,100,66.7,0.0,150.0,129.3,128.96,100,12/2/2023
L. James - T. Prince - J. Hayes,LAL,1,1,0.0,150.0,-150.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.97,0.0,12/2/2023
T. Prince - C. Reddish - A. Reaves,LAL,1,1,0.0,150.0,-150.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.97,0.0,12/2/2023
T. Prince - C. Reddish - J. Hayes,LAL,1,1,0.0,150.0,-150.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.97,0.0,12/2/2023
T. Prince - J. Hayes - A. Reaves,LAL,1,1,0.0,133.3,-133.3,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.31,400.0,12/2/2023
A. Reaves - M. Christie - J. Hood-Schifino,LAL,1,0,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.91,100,12/2/2023
J. Hayes - A. Reaves - J. Hood-Schifino,LAL,1,0,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.91,100,12/2/2023
T. Prince - A. Reaves - J. Hood-Schifino,LAL,1,0,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.91,100,12/2/2023
T. Prince - J. Hayes - J. Hood-Schifino,LAL,1,0,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.91,100,12/2/2023
T. Prince - J. Hayes - M. Christie,LAL,1,0,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.91,100,12/2/2023
T. Prince - M. Christie - J. Hood-Schifino,LAL,1,0,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.91,100,12/2/2023
L. James - A. Davis - T. Prince,LAL,1,24,102.0,104.1,-2.0,68.4,2.60,16.7,43.2,76.5,53.7,0.1,37.3,42.1,100.01,39.6,12/5/2023
L. James - A. Davis - C. Reddish,LAL,1,20,92.5,112.2,-19.7,61.5,1.60,14.3,30.8,73.3,46.3,0.1,38.2,44.1,97.44,33.6,12/5/2023
A. Davis - D. Russell - T. Prince,LAL,1,19,90.2,109.8,-19.5,80.0,4.00,18.8,35.5,76.9,47.7,0.1,34.8,38.0,105.15,31.6,12/5/2023
A. Davis - T. Prince - C. Reddish,LAL,1,18,88.9,108.1,-19.2,63.6,1.75,14.0,28.0,66.7,40.5,0.1,34.3,41.1,99.17,27.3,12/5/2023
L. James - A. Davis - A. Reaves,LAL,1,18,107.9,81.6,26.3,60.0,2.25,14.5,53.6,75.0,62.5,0.1,38.4,43.2,99.82,64.9,12/5/2023
L. James - A. Davis - D. Russell,LAL,1,17,102.7,102.7,0.0,81.3,4.33,21.7,38.5,75.0,50.0,0.1,40.5,43.4,106.49,42.3,12/5/2023
L. James - T. Prince - C. Reddish,LAL,1,17,94.1,108.6,-14.5,63.6,1.75,14.6,30.4,72.7,44.1,0.1,36.4,43.3,97.99,31.1,12/5/2023
L. James - D. Russell - T. Prince,LAL,1,16,100.0,105.6,-5.6,80.0,4.00,20.7,38.5,81.8,51.4,0.1,39.0,42.1,104.83,39.5,12/5/2023
L. James - C. Reddish - A. Reaves,LAL,1,14,111.1,100.0,11.1,30.0,0.75,7.5,52.6,76.9,62.5,0.1,41.1,46.9,93.19,50.7,12/5/2023
L. James - D. Russell - C. Reddish,LAL,1,14,103.6,106.7,-3.1,72.7,4.00,21.1,13.3,66.7,33.3,0.1,46.2,51.4,97.57,43.1,12/5/2023
D. Russell - T. Prince - C. Reddish,LAL,1,12,72.0,118.5,-46.5,85.7,2.00,18.8,6.7,66.7,23.8,0.1,34.1,38.6,107.90,18.1,12/5/2023
A. Davis - D. Russell - C. Reddish,LAL,1,11,78.3,112.5,-34.2,85.7,3.00,20.0,7.1,66.7,25.0,0.1,35.7,40.3,106.08,23.1,12/5/2023
A. Davis - J. Vanderbilt - A. Reaves,LAL,1,11,129.2,96.0,33.2,70.0,2.33,20.0,33.3,77.8,52.4,0.1,54.5,60.7,102.36,62.5,12/5/2023
A. Davis - C. Reddish - A. Reaves,LAL,1,10,100.0,110.5,-10.5,33.3,0.67,7.1,53.8,77.8,63.6,0.2,36.8,43.9,91.44,42.1,12/5/2023
A. Davis - J. Vanderbilt - R. Hachimura,LAL,1,10,125.0,100.0,25.0,85.7,6.00,20.0,33.3,80.0,47.1,0.1,44.7,53.4,99.34,52.4,12/5/2023
A. Davis - R. Hachimura - A. Reaves,LAL,1,10,130.0,95.0,35.0,87.5,7.00,22.6,36.4,57.1,44.4,0.1,50.0,57.7,96.64,62.0,12/5/2023
A. Davis - T. Prince - A. Reaves,LAL,1,10,115.0,85.0,30.0,50.0,2.00,11.4,64.7,80.0,70.4,0.1,34.0,41.0,96.42,64.2,12/5/2023
L. James - R. Hachimura - C. Reddish,LAL,1,10,129.4,94.1,35.3,37.5,3.00,12.0,45.5,60.0,52.4,0.1,50.0,54.5,84.71,70.9,12/5/2023
L. James - T. Prince - A. Reaves,LAL,1,10,115.0,85.0,30.0,50.0,2.00,11.4,64.7,80.0,70.4,0.1,34.0,41.0,96.42,64.2,12/5/2023
L. James - A. Davis - J. Vanderbilt,LAL,1,9,100.0,61.9,38.1,75.0,3.00,18.2,40.0,77.8,54.2,0.1,43.2,45.0,114.57,67.3,12/5/2023
L. James - R. Hachimura - A. Reaves,LAL,1,9,115.8,63.2,52.6,62.5,5.00,16.7,42.9,66.7,52.2,0.1,42.9,46.5,99.13,79.4,12/5/2023
R. Hachimura - C. Reddish - J. Hayes,LAL,1,9,122.2,100.0,22.2,37.5,1.50,12.0,40.0,62.5,50.0,0.1,52.9,57.3,93.24,60.9,12/5/2023
J. Vanderbilt - R. Hachimura - A. Reaves,LAL,1,8,141.2,94.1,47.1,85.7,6.00,23.1,33.3,75.0,46.2,0.1,53.1,61.5,96.70,64.5,12/5/2023
L. James - C. Reddish - J. Hayes,LAL,1,8,146.7,81.3,65.4,37.5,3.00,13.6,44.4,62.5,52.9,0.1,56.3,60.4,89.28,82.0,12/5/2023
L. James - R. Hachimura - J. Hayes,LAL,1,8,146.7,81.3,65.4,37.5,3.00,13.6,44.4,62.5,52.9,0.1,56.3,60.4,89.28,82.0,12/5/2023
L. James - J. Vanderbilt - A. Reaves,LAL,1,7,100.0,68.8,31.3,66.7,2.00,17.4,33.3,85.7,56.3,0.1,46.7,49.0,112.58,71.4,12/5/2023
T. Prince - C. Reddish - A. Reaves,LAL,1,7,107.7,100.0,7.7,25.0,0.50,5.0,60.0,80.0,66.7,0.2,32.1,42.1,90.13,40.0,12/5/2023
A. Davis - A. Reaves - M. Christie,LAL,1,6,141.7,133.3,8.3,60.0,1.50,17.6,40.0,60.0,50.0,0.2,60.0,69.7,96.54,54.4,12/5/2023
A. Davis - J. Vanderbilt - M. Christie,LAL,1,6,141.7,133.3,8.3,60.0,1.50,17.6,40.0,60.0,50.0,0.2,60.0,69.7,96.54,54.4,12/5/2023
D. Russell - R. Hachimura - C. Reddish,LAL,1,6,100.0,107.7,-7.7,50.0,2.00,14.3,16.7,40.0,27.3,0.1,45.0,50.6,94.43,44.0,12/5/2023
J. Vanderbilt - A. Reaves - M. Christie,LAL,1,6,141.7,133.3,8.3,60.0,1.50,17.6,40.0,60.0,50.0,0.2,60.0,69.7,96.54,54.4,12/5/2023
A. Davis - R. Hachimura - M. Christie,LAL,1,5,166.7,144.4,22.2,75.0,3.00,23.1,33.3,50.0,40.0,0.1,71.4,81.5,92.57,56.6,12/5/2023
D. Russell - C. Reddish - J. Hayes,LAL,1,5,110.0,109.1,0.9,50.0,2.00,15.4,25.0,50.0,37.5,0.1,56.3,61.9,94.50,54.2,12/5/2023
D. Russell - R. Hachimura - J. Hayes,LAL,1,5,110.0,109.1,0.9,50.0,2.00,15.4,25.0,50.0,37.5,0.1,56.3,61.9,94.50,54.2,12/5/2023
J. Vanderbilt - R. Hachimura - M. Christie,LAL,1,5,166.7,144.4,22.2,75.0,3.00,23.1,33.3,50.0,40.0,0.1,71.4,81.5,92.57,56.6,12/5/2023
L. James - A. Davis - R. Hachimura,LAL,1,5,100.0,54.5,45.5,100,0.00,22.2,37.5,60.0,46.2,0.0,37.5,41.3,100.25,77.8,12/5/2023
L. James - D. Russell - R. Hachimura,LAL,1,5,162.5,77.8,84.7,60.0,0.00,25.0,33.3,40.0,37.5,0.0,68.8,73.2,88.79,89.5,12/5/2023
R. Hachimura - A. Reaves - M. Christie,LAL,1,5,166.7,144.4,22.2,75.0,3.00,23.1,33.3,50.0,40.0,0.1,71.4,81.5,92.57,56.6,12/5/2023
R. Hachimura - C. Reddish - A. Reaves,LAL,1,5,110.0,90.0,20.0,25.0,1.00,6.7,50.0,66.7,57.1,0.1,40.9,44.6,91.72,52.4,12/5/2023
C. Reddish - J. Hayes - A. Reaves,LAL,1,4,137.5,75.0,62.5,25.0,1.00,8.3,50.0,75.0,60.0,0.1,50.0,53.3,97.63,81.3,12/5/2023
L. James - D. Russell - J. Hayes,LAL,1,4,157.1,87.5,69.6,50.0,0.00,20.0,33.3,50.0,42.9,0.0,64.3,69.8,81.82,82.4,12/5/2023
L. James - J. Hayes - A. Reaves,LAL,1,4,137.5,75.0,62.5,25.0,1.00,8.3,50.0,75.0,60.0,0.1,50.0,53.3,97.63,81.3,12/5/2023
L. James - J. Vanderbilt - R. Hachimura,LAL,1,4,112.5,37.5,75.0,100,0.00,23.1,33.3,100,50.0,0.0,38.9,43.6,101.81,111.1,12/5/2023
R. Hachimura - J. Hayes - A. Reaves,LAL,1,4,137.5,75.0,62.5,25.0,1.00,8.3,50.0,75.0,60.0,0.1,50.0,53.3,97.63,81.3,12/5/2023
A. Davis - D. Russell - A. Reaves,LAL,1,3,137.5,50.0,87.5,80.0,0.00,23.5,71.4,66.7,69.2,0.0,41.7,44.2,118.95,103.7,12/5/2023
A. Davis - D. Russell - J. Vanderbilt,LAL,1,3,85.7,87.5,-1.8,100,0.00,15.4,50.0,100,60.0,0.0,25.0,27.6,108.00,16.7,12/5/2023
A. Davis - T. Prince - J. Vanderbilt,LAL,1,3,75.0,77.8,-2.8,100,0.00,14.3,44.4,66.7,50.0,0.0,25.0,27.6,118.49,16.7,12/5/2023
D. Russell - T. Prince - A. Reaves,LAL,1,3,128.6,57.1,71.4,75.0,0.00,20.0,71.4,80.0,75.0,0.0,36.4,39.3,110.77,95.7,12/5/2023
D. Russell - T. Prince - J. Vanderbilt,LAL,1,3,85.7,87.5,-1.8,100,0.00,15.4,50.0,100,60.0,0.0,25.0,27.6,108.00,16.7,12/5/2023
D. Russell - T. Prince - R. Hachimura,LAL,1,3,14.3,150.0,-135.7,0.0,0.00,0.0,16.7,50.0,25.0,0.1,0.0,7.3,113.68,-76.5,12/5/2023
L. James - A. Davis - M. Christie,LAL,1,3,75.0,142.9,-67.9,33.3,0.50,9.1,50.0,66.7,57.1,0.3,42.9,42.9,119.34,14.8,12/5/2023
L. James - D. Russell - A. Reaves,LAL,1,3,137.5,50.0,87.5,80.0,0.00,23.5,71.4,66.7,69.2,0.0,41.7,44.2,118.95,103.7,12/5/2023
A. Davis - D. Russell - M. Christie,LAL,1,2,100.0,175.0,-75.0,50.0,1.00,16.7,50.0,0.0,50.0,0.3,50.0,50.0,111.84,13.0,12/5/2023
A. Davis - D. Russell - R. Hachimura,LAL,1,2,50.0,116.7,-66.7,100,0.00,12.5,20.0,33.3,25.0,0.0,16.7,21.8,118.60,-71.4,12/5/2023
A. Davis - J. Vanderbilt - C. Reddish,LAL,1,2,83.3,83.3,0.0,50.0,1.00,14.3,0.0,66.7,40.0,0.2,83.3,83.3,154.84,63.6,12/5/2023
A. Davis - R. Hachimura - C. Reddish,LAL,1,2,0.0,125.0,-125.0,0.0,0.00,0.0,25.0,33.3,28.6,0.0,0.0,0.0,92.90,-85.7,12/5/2023
A. Davis - T. Prince - M. Christie,LAL,1,2,100.0,175.0,-75.0,50.0,1.00,16.7,50.0,0.0,50.0,0.3,50.0,50.0,111.84,13.0,12/5/2023
A. Davis - T. Prince - R. Hachimura,LAL,1,2,20.0,140.0,-120.0,0.0,0.00,0.0,20.0,50.0,28.6,0.0,0.0,8.5,107.46,-366.7,12/5/2023
D. Russell - T. Prince - M. Christie,LAL,1,2,100.0,175.0,-75.0,50.0,1.00,16.7,50.0,0.0,50.0,0.3,50.0,50.0,111.84,13.0,12/5/2023
J. Vanderbilt - C. Reddish - A. Reaves,LAL,1,2,100.0,100.0,0.0,50.0,1.00,16.7,0.0,100,66.7,0.2,83.3,83.3,137.14,63.6,12/5/2023
L. James - D. Russell - J. Vanderbilt,LAL,1,2,125.0,50.0,75.0,100,0.00,22.2,60.0,100,66.7,0.0,35.7,35.7,102.86,58.8,12/5/2023
L. James - D. Russell - M. Christie,LAL,1,2,100.0,175.0,-75.0,50.0,1.00,16.7,50.0,0.0,50.0,0.3,50.0,50.0,111.84,13.0,12/5/2023
L. James - J. Vanderbilt - C. Reddish,LAL,1,2,83.3,83.3,0.0,50.0,1.00,14.3,0.0,66.7,40.0,0.2,83.3,83.3,154.84,63.6,12/5/2023
L. James - T. Prince - J. Vanderbilt,LAL,1,2,100.0,40.0,60.0,100,0.00,20.0,50.0,50.0,50.0,0.0,35.7,35.7,121.42,58.8,12/5/2023
L. James - T. Prince - M. Christie,LAL,1,2,100.0,175.0,-75.0,50.0,1.00,16.7,50.0,0.0,50.0,0.3,50.0,50.0,111.84,13.0,12/5/2023
