LINEUPS,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,DATE
A. Davis - D. Russell - J. Vanderbilt - R. Hachimura - M. Christie,LAL,1,2,200.0,120.0,80.0,66.7,0.00,33.3,0.0,33.3,33.3,0.0,100,103.1,118.90,89.3,1/27/2024
A. Davis - J. Vanderbilt - R. Hachimura - A. Reaves - M. Christie,LAL,1,2,120.0,75.0,45.0,50.0,1.00,16.7,0.0,100,75.0,0.2,66.7,77.3,125.83,100,1/27/2024
C. Wood - J. Vanderbilt - R. Hachimura - A. Reaves - M. Christie,LAL,1,2,50.0,150.0,-100.0,0.0,0.00,0.0,50.0,50.0,50.0,0.5,0.0,34.7,92.90,-18.2,1/27/2024
L. James - A. Davis - J. Vanderbilt - A. Reaves - M. Christie,LAL,1,2,100.0,100.0,0.0,100,1.00,33.3,0.0,100,100,0.5,100,100,125.83,50.0,1/27/2024
L. James - D. Russell - J. Vanderbilt - R. Hachimura - A. Reaves,LAL,1,2,200.0,0.0,200.0,25.0,0.00,14.3,50.0,62.5,60.0,0.0,66.7,72.7,109.24,218.2,1/27/2024
L. James - C. Wood - J. Vanderbilt - R. Hachimura - M. Christie,LAL,1,1,66.7,166.7,-100.0,100,0.00,25.0,0.0,100,50.0,0.0,50.0,50.0,144.00,37.5,1/27/2024
L. James - D. Russell - C. Wood - T. Prince - R. Hachimura,LAL,1,1,100.0,125.0,-25.0,100,0.00,25.0,0.0,50.0,25.0,0.0,33.3,43.6,127.59,33.3,1/27/2024
A. Davis - D. Russell - J. Vanderbilt - R. Hachimura - A. Reaves,LAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.20,100,1/27/2024
L. James - A. Davis - D. Russell - T. Prince - R. Hachimura,LAL,1,0,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.86,-200.0,1/27/2024
L. James - A. Davis - T. Prince - J. Vanderbilt - A. Reaves,LAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.00,0.0,1/27/2024
L. James - A. Davis - D. Russell - T. Prince - A. Reaves,LAL,1,17,100.0,151.4,-51.4,61.5,2.00,17.0,17.6,61.5,36.7,0.1,51.7,53.9,102.06,30.8,1/29/2024
L. James - A. Davis - D. Russell - T. Prince - M. Christie,LAL,1,5,122.2,122.2,0.0,60.0,3.00,23.1,20.0,50.0,38.5,0.1,61.1,58.3,94.25,50.0,1/29/2024
L. James - D. Russell - R. Hachimura - J. Hayes - A. Reaves,LAL,1,5,107.7,84.6,23.1,50.0,3.00,18.8,0.0,80.0,36.4,0.1,63.6,58.9,115.56,56.4,1/29/2024
L. James - D. Russell - R. Hachimura - J. Hayes - M. Christie,LAL,1,4,144.4,100.0,44.4,50.0,0.00,16.7,25.0,66.7,50.0,0.0,62.5,66.6,93.08,71.4,1/29/2024
A. Davis - D. Russell - J. Vanderbilt - R. Hachimura - M. Christie,LAL,1,2,66.7,140.0,-73.3,100,0.00,25.0,0.0,100,25.0,0.0,40.0,40.0,133.11,37.0,1/29/2024
A. Davis - T. Prince - R. Hachimura - A. Reaves - M. Christie,LAL,1,2,116.7,33.3,83.3,66.7,2.00,25.0,0.0,100,60.0,0.2,70.0,70.0,150.26,90.5,1/29/2024
C. Wood - J. Hayes - M. Christie - J. Hood-Schifino - M. Lewis,LAL,1,2,133.3,114.3,19.0,66.7,0.00,25.0,0.0,66.7,33.3,0.0,58.3,62.1,140.75,43.6,1/29/2024
D. Russell - C. Wood - J. Vanderbilt - R. Hachimura - M. Christie,LAL,1,2,28.6,150.0,-121.4,0.0,0.00,0.0,0.0,50.0,14.3,0.0,0.0,17.4,156.00,-35.3,1/29/2024
D. Russell - C. Wood - R. Hachimura - J. Hayes - M. Christie,LAL,1,2,60.0,140.0,-80.0,0.0,0.00,0.0,50.0,100,66.7,0.4,33.3,43.6,141.18,9.1,1/29/2024
L. James - A. Davis - D. Russell - J. Vanderbilt - A. Reaves,LAL,1,2,160.0,100.0,60.0,33.3,1.00,16.7,0.0,66.7,66.7,0.2,133.3,133.3,123.43,75.0,1/29/2024
L. James - C. Wood - J. Vanderbilt - R. Hachimura - A. Reaves,LAL,1,2,125.0,100.0,25.0,100,2.00,33.3,0.0,100,50.0,0.3,66.7,72.7,125.83,71.4,1/29/2024
A. Davis - D. Russell - C. Wood - R. Hachimura - M. Christie,LAL,1,1,133.3,0.0,133.3,0.0,0.00,0.0,0.0,100,50.0,0.0,50.0,69.4,102.86,200.0,1/29/2024
L. James - C. Wood - T. Prince - R. Hachimura - A. Reaves,LAL,1,1,100.0,133.3,-33.3,0.0,0.00,0.0,0.0,100,50.0,0.0,50.0,50.0,122.03,0.0,1/29/2024
L. James - D. Russell - T. Prince - R. Hachimura - A. Reaves,LAL,1,1,100.0,150.0,-50.0,100,1.00,33.3,0.0,0.0,0.0,0.5,100,100,120.00,20.0,1/29/2024
L. James - D. Russell - T. Prince - J. Hayes - A. Reaves,LAL,1,13,100.0,122.6,-22.6,36.4,1.00,11.1,13.3,58.3,33.3,0.1,50.0,53.4,117.12,35.5,1/30/2024
L. James - C. Wood - J. Vanderbilt - R. Hachimura - A. Reaves,LAL,1,6,135.7,100.0,35.7,71.4,2.50,23.8,40.0,66.7,57.1,0.1,85.0,80.8,103.68,71.9,1/30/2024
L. James - D. Russell - C. Wood - J. Vanderbilt - M. Christie,LAL,1,5,72.7,54.5,18.2,75.0,0.00,20.0,14.3,80.0,52.9,0.0,36.4,36.4,105.95,77.4,1/30/2024
C. Wood - J. Vanderbilt - R. Hachimura - A. Reaves - M. Christie,LAL,1,4,111.1,188.9,-77.8,75.0,1.50,23.1,33.3,100,60.0,0.2,64.3,63.5,97.59,24.6,1/30/2024
J. Hayes - D. Windler - S. Mays - J. Hood-Schifino - M. Lewis,LAL,1,3,150.0,125.0,25.0,75.0,0.00,27.3,0.0,75.0,42.9,0.0,71.4,76.1,114.63,57.8,1/30/2024
L. James - D. Russell - C. Wood - T. Prince - R. Hachimura,LAL,1,3,57.1,116.7,-59.5,100,1.00,11.1,20.0,100,50.0,0.1,16.7,29.1,114.85,5.3,1/30/2024
T. Prince - J. Vanderbilt - R. Hachimura - J. Hayes - A. Reaves,LAL,1,3,116.7,200.0,-83.3,66.7,2.00,25.0,0.0,0.0,0.0,0.2,116.7,90.2,93.91,25.8,1/30/2024
L. James - D. Russell - C. Wood - J. Vanderbilt - R. Hachimura,LAL,1,2,140.0,180.0,-40.0,66.7,0.00,28.6,0.0,0.0,0.0,0.0,87.5,65.8,100.00,40.0,1/30/2024
L. James - T. Prince - J. Vanderbilt - J. Hayes - A. Reaves,LAL,1,2,80.0,133.3,-53.3,50.0,1.00,14.3,33.3,0.0,33.3,0.2,40.0,40.0,153.79,25.9,1/30/2024
L. James - T. Prince - R. Hachimura - J. Hayes - A. Reaves,LAL,1,2,160.0,125.0,35.0,75.0,3.00,37.5,0.0,0.0,0.0,0.2,100,100,105.37,84.6,1/30/2024
D. Russell - C. Wood - J. Vanderbilt - R. Hachimura - M. Christie,LAL,1,1,300.0,150.0,150.0,100,0.00,50.0,0.0,0.0,0.0,0.0,150.0,150.0,83.08,50.0,1/30/2024
L. James - D. Russell - T. Prince - J. Vanderbilt - A. Reaves,LAL,1,1,100.0,133.3,-33.3,0.0,0.00,0.0,0.0,100,50.0,0.3,50.0,61.5,101.65,33.3,1/30/2024
L. James - D. Russell - T. Prince - J. Vanderbilt - J. Hayes,LAL,1,1,100.0,0.0,100.0,0.0,0.00,0.0,0.0,100,66.7,0.0,50.0,50.0,174.55,150.0,1/30/2024
L. James - D. Russell - T. Prince - R. Hachimura - J. Hayes,LAL,1,1,100.0,133.3,-33.3,0.0,0.00,0.0,0.0,100,100,0.5,100,100,153.19,16.7,1/30/2024
D. Russell - C. Wood - R. Hachimura - A. Reaves - M. Christie,LAL,1,0,100.0,200.0,-100.0,0.0,0.00,0.0,100,0.0,100,0.0,50.0,50.0,152.11,33.3,1/30/2024
L. James - D. Russell - R. Hachimura - J. Hayes - A. Reaves,LAL,1,0,50.0,0.0,50.0,0.0,0.00,0.0,0.0,100,50.0,0.0,0.0,56.8,160.00,0.0,1/30/2024
D. Russell - T. Prince - J. Vanderbilt - J. Hayes - A. Reaves,LAL,1,11,117.4,100.0,17.4,80.0,0.00,22.2,29.4,72.7,46.4,0.0,48.1,48.6,104.77,52.1,2/1/2024
D. Russell - T. Prince - R. Hachimura - J. Hayes - A. Reaves,LAL,1,10,118.2,113.0,5.1,83.3,0.00,16.7,21.4,80.0,45.8,0.0,39.5,51.7,104.85,44.0,2/1/2024
D. Russell - C. Wood - T. Prince - R. Hachimura - M. Christie,LAL,1,7,142.9,106.7,36.2,87.5,7.00,31.8,16.7,70.0,50.0,0.1,71.4,71.4,99.67,64.1,2/1/2024
D. Russell - C. Wood - J. Hayes - A. Reaves - M. Christie,LAL,1,3,150.0,100.0,50.0,100,3.00,33.3,0.0,42.9,37.5,0.2,87.5,92.2,93.60,78.8,2/1/2024
D. Russell - T. Prince - R. Hachimura - J. Hayes - M. Christie,LAL,1,3,71.4,133.3,-61.9,50.0,0.00,11.1,20.0,75.0,44.4,0.0,41.7,41.7,104.58,36.7,2/1/2024
J. Vanderbilt - R. Hachimura - J. Hayes - A. Reaves - M. Christie,LAL,1,3,183.3,33.3,150.0,75.0,1.50,33.3,0.0,100,100,0.3,137.5,137.5,114.89,106.3,2/1/2024
C. Wood - J. Vanderbilt - R. Hachimura - A. Reaves - M. Christie,LAL,1,2,83.3,0.0,83.3,50.0,0.50,7.7,75.0,100,77.8,0.3,25.0,25.0,115.62,0.0,2/1/2024
C. Wood - T. Prince - R. Hachimura - A. Reaves - M. Christie,LAL,1,2,50.0,300.0,-250.0,100,0.00,20.0,0.0,0.0,0.0,0.0,33.3,33.3,70.49,7.4,2/1/2024
D. Russell - C. Wood - T. Prince - R. Hachimura - J. Hayes,LAL,1,2,80.0,200.0,-120.0,100,0.00,16.7,0.0,0.0,0.0,0.0,50.0,51.5,109.92,18.8,2/1/2024
D. Russell - C. Wood - T. Prince - R. Hachimura - A. Reaves,LAL,1,1,100.0,0.0,100.0,0.0,0.00,0.0,0.0,50.0,33.3,0.0,50.0,50.0,71.11,200.0,2/1/2024
D. Russell - R. Hachimura - J. Hayes - A. Reaves - M. Christie,LAL,1,1,0.0,0.0,0.0,0.0,0.00,0.0,0.0,50.0,33.3,0.0,0.0,0.0,92.70,0.0,2/1/2024
D. Windler - S. Mays - M. Christie - J. Hood-Schifino - M. Lewis,LAL,1,1,0.0,0.0,0.0,0.0,0.00,0.0,0.0,50.0,33.3,0.0,0.0,0.0,92.90,0.0,2/1/2024
T. Prince - J. Vanderbilt - R. Hachimura - J. Hayes - A. Reaves,LAL,1,1,0.0,0.0,0.0,0.0,0.00,0.0,0.0,100,50.0,0.0,0.0,0.0,144.00,0.0,2/1/2024
T. Prince - R. Hachimura - J. Hayes - M. Christie - J. Hood-Schifino,LAL,1,1,50.0,300.0,-250.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,56.8,141.64,0.0,2/1/2024
D. Russell - C. Wood - R. Hachimura - A. Reaves - M. Christie,LAL,1,0,100.0,0.0,100.0,0.0,0.00,0.0,0.0,100,100,0.5,0.0,113.6,196.36,200.0,2/1/2024
L. James - A. Davis - D. Russell - R. Hachimura - A. Reaves,LAL,1,12,92.0,104.2,-12.2,70.0,3.50,20.0,21.4,73.3,48.3,0.1,43.8,46.2,97.86,52.0,2/3/2024
L. James - A. Davis - T. Prince - A. Reaves - M. Christie,LAL,1,9,141.2,82.4,58.8,50.0,1.50,14.3,16.7,66.7,50.0,0.1,62.5,75.2,92.55,96.3,2/3/2024
L. James - T. Prince - J. Hayes - A. Reaves - M. Christie,LAL,1,5,137.5,111.1,26.4,75.0,0.00,27.3,0.0,40.0,25.0,0.0,64.3,69.8,81.87,61.9,2/3/2024
L. James - A. Davis - T. Prince - R. Hachimura - A. Reaves,LAL,1,4,77.8,62.5,15.3,50.0,1.00,10.0,0.0,62.5,41.7,0.1,33.3,45.1,99.11,84.6,2/3/2024
L. James - D. Russell - T. Prince - J. Hayes - M. Christie,LAL,1,4,137.5,144.4,-6.9,75.0,0.00,27.3,0.0,50.0,33.3,0.0,75.0,79.9,96.00,44.0,2/3/2024
A. Davis - D. Russell - C. Wood - T. Prince - A. Reaves,LAL,1,3,133.3,157.1,-23.8,66.7,0.00,25.0,0.0,66.7,40.0,0.0,70.0,68.0,105.23,38.2,2/3/2024
A. Davis - D. Russell - C. Wood - T. Prince - M. Christie,LAL,1,3,100.0,133.3,-33.3,100,0.00,20.0,25.0,100,57.1,0.0,50.0,59.5,119.24,48.7,2/3/2024
L. James - A. Davis - D. Russell - T. Prince - A. Reaves,LAL,1,3,100.0,120.0,-20.0,50.0,0.00,14.3,33.3,33.3,33.3,0.0,50.0,50.0,86.18,35.0,2/3/2024
L. James - D. Russell - R. Hachimura - J. Hayes - M. Christie,LAL,1,2,180.0,120.0,60.0,100,0.00,37.5,0.0,50.0,25.0,0.0,80.0,82.7,102.13,71.9,2/3/2024
A. Davis - C. Wood - T. Prince - A. Reaves - M. Christie,LAL,1,1,166.7,100.0,66.7,100,0.00,40.0,0.0,66.7,50.0,0.0,83.3,72.7,120.00,82.4,2/3/2024
A. Davis - T. Prince - J. Hayes - A. Reaves - M. Christie,LAL,1,1,50.0,100.0,-50.0,0.0,0.00,0.0,0.0,100,50.0,0.0,0.0,26.6,104.73,-200.0,2/3/2024
L. James - A. Davis - R. Hachimura - A. Reaves - M. Christie,LAL,1,1,100.0,100.0,0.0,100,0.00,33.3,0.0,100,100,0.0,100,100,97.63,75.0,2/3/2024
L. James - A. Davis - D. Russell - R. Hachimura - A. Reaves,LAL,1,25,116.1,120.0,-3.9,72.4,2.33,25.9,20.0,86.4,54.8,0.2,62.5,64.2,105.57,53.2,2/5/2024
L. James - D. Russell - T. Prince - J. Hayes - M. Christie,LAL,1,7,107.1,126.7,-19.5,40.0,2.00,11.8,12.5,80.0,38.5,0.1,46.2,52.4,104.92,38.5,2/5/2024
A. Davis - C. Wood - T. Prince - A. Reaves - M. Christie,LAL,1,3,116.7,71.4,45.2,100,3.00,33.3,0.0,100,66.7,0.2,70.0,70.0,108.84,76.0,2/5/2024
A. Davis - D. Russell - C. Wood - T. Prince - M. Christie,LAL,1,3,100.0,85.7,14.3,66.7,1.00,20.0,50.0,66.7,62.5,0.3,60.0,68.0,113.68,81.8,2/5/2024
A. Davis - D. Russell - R. Hachimura - A. Reaves - M. Christie,LAL,1,2,66.7,66.7,0.0,100,1.00,25.0,0.0,100,60.0,0.3,50.0,50.0,118.36,44.4,2/5/2024
L. James - A. Davis - C. Wood - T. Prince - A. Reaves,LAL,1,2,225.0,100.0,125.0,100,0.00,42.9,0.0,100,100,0.0,116.7,116.0,89.20,100,2/5/2024
L. James - C. Wood - T. Prince - J. Hayes - M. Christie,LAL,1,2,40.0,180.0,-140.0,0.0,0.00,0.0,50.0,100,66.7,0.2,25.0,20.5,118.03,-14.3,2/5/2024
L. James - D. Russell - T. Prince - J. Hayes - A. Reaves,LAL,1,2,125.0,80.0,45.0,50.0,0.00,16.7,33.3,100,66.7,0.0,50.0,50.0,98.18,64.7,2/5/2024
L. James - A. Davis - R. Hachimura - A. Reaves - M. Christie,LAL,1,1,250.0,0.0,250.0,100,0.00,50.0,0.0,100,100,0.0,125.0,125.0,81.51,114.3,2/5/2024
L. James - A. Davis - T. Prince - R. Hachimura - A. Reaves,LAL,1,1,100.0,50.0,50.0,0.0,0.00,0.0,0.0,100,100,0.3,0.0,113.6,288.00,118.2,2/5/2024
A. Davis - C. Wood - T. Prince - R. Hachimura - A. Reaves,LAL,1,11,114.3,123.8,-9.5,70.0,2.33,24.1,14.3,50.0,30.8,0.1,66.7,68.0,94.99,52.8,2/8/2024
L. James - A. Davis - T. Prince - R. Hachimura - A. Reaves,LAL,1,7,125.0,125.0,0.0,66.7,4.00,25.0,0.0,71.4,41.7,0.1,68.2,68.2,83.88,50.0,2/8/2024
L. James - A. Davis - R. Hachimura - A. Reaves - M. Christie,LAL,1,6,64.3,93.3,-29.0,50.0,1.00,11.1,20.0,57.1,35.3,0.1,32.1,32.1,121.40,30.8,2/8/2024
L. James - A. Davis - T. Prince - J. Hayes - A. Reaves,LAL,1,5,111.1,166.7,-55.6,66.7,0.00,16.7,20.0,50.0,33.3,0.0,43.8,51.2,85.26,36.0,2/8/2024
L. James - C. Wood - R. Hachimura - J. Hayes - S. Mays,LAL,1,4,200.0,116.7,83.3,25.0,0.00,10.0,100,20.0,55.6,0.0,50.0,56.3,70.71,87.5,2/8/2024
A. Davis - C. Wood - T. Prince - A. Reaves - M. Christie,LAL,1,2,125.0,50.0,75.0,100,0.00,20.0,0.0,100,33.3,0.0,50.0,64.4,112.94,71.4,2/8/2024
L. James - A. Davis - C. Wood - T. Prince - M. Christie,LAL,1,2,150.0,50.0,100.0,100,0.00,33.3,0.0,100,75.0,0.0,83.3,77.3,109.71,100,2/8/2024
L. James - A. Davis - R. Hachimura - J. Hayes - S. Mays,LAL,1,2,100.0,140.0,-40.0,100,2.00,25.0,50.0,66.7,60.0,0.2,66.7,64.4,113.39,50.0,2/8/2024
L. James - A. Davis - T. Prince - R. Hachimura - M. Christie,LAL,1,2,80.0,140.0,-60.0,100,0.00,28.6,0.0,100,50.0,0.0,50.0,50.0,114.29,37.5,2/8/2024
L. James - R. Hachimura - J. Hayes - A. Reaves - M. Christie,LAL,1,2,40.0,175.0,-135.0,0.0,0.00,0.0,0.0,33.3,16.7,0.0,25.0,25.0,113.68,-10.5,2/8/2024
L. James - T. Prince - R. Hachimura - J. Hayes - A. Reaves,LAL,1,2,100.0,50.0,50.0,100,0.00,28.6,33.3,75.0,57.1,0.0,40.0,46.0,90.00,93.8,2/8/2024
L. James - T. Prince - R. Hachimura - J. Hayes - M. Christie,LAL,1,2,125.0,75.0,50.0,50.0,0.00,16.7,33.3,50.0,42.9,0.0,50.0,50.0,110.77,64.7,2/8/2024
L. James - A. Davis - C. Wood - T. Prince - A. Reaves,LAL,1,1,200.0,100.0,100.0,100,0.00,33.3,0.0,100,100,0.0,100,86.2,108.68,100,2/8/2024
L. James - A. Davis - T. Prince - S. Mays - A. Reaves,LAL,1,1,66.7,66.7,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,33.3,33.3,132.92,0.0,2/8/2024
A. Davis - C. Wood - R. Hachimura - J. Hayes - S. Mays,LAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.00,0.0,2/8/2024
A. Davis - C. Wood - T. Prince - R. Hachimura - M. Christie,LAL,1,0,0.0,300.0,-300.0,0.0,0.00,0.0,100,0.0,100,0.0,0.0,0.0,183.44,-33.3,2/8/2024
L. James - A. Davis - D. Russell - R. Hachimura - A. Reaves,LAL,1,22,125.0,112.5,12.5,82.6,3.80,26.8,21.1,72.7,48.8,0.1,61.3,64.4,103.36,57.1,2/9/2024
L. James - D. Russell - T. Prince - R. Hachimura - J. Hayes,LAL,1,5,263.6,145.5,118.2,33.3,0.00,20.0,100,50.0,60.0,0.0,125.0,123.3,99.62,70.2,2/9/2024
C. Wood - J. Hayes - D. Windler - S. Mays - J. Hood-Schifino,LAL,1,3,116.7,83.3,33.3,33.3,0.50,12.5,50.0,100,75.0,0.3,70.0,70.0,112.94,60.0,2/9/2024
D. Russell - T. Prince - R. Hachimura - J. Hayes - S. Mays,LAL,1,3,142.9,71.4,71.4,25.0,0.00,11.1,33.3,80.0,62.5,0.0,71.4,71.4,115.86,75.9,2/9/2024
L. James - D. Russell - T. Prince - J. Hayes - S. Mays,LAL,1,3,0.0,100.0,-100.0,0.0,0.00,0.0,33.3,33.3,33.3,0.0,0.0,0.0,89.27,-433.3,2/9/2024
A. Davis - D. Russell - R. Hachimura - S. Mays - A. Reaves,LAL,1,2,100.0,150.0,-50.0,100,0.00,16.7,0.0,50.0,20.0,0.0,37.5,51.2,110.77,31.6,2/9/2024
C. Wood - T. Prince - R. Hachimura - S. Mays - A. Reaves,LAL,1,2,150.0,150.0,0.0,66.7,0.00,33.3,0.0,0.0,0.0,0.0,75.0,75.0,106.67,42.9,2/9/2024
L. James - A. Davis - D. Russell - T. Prince - J. Hayes,LAL,1,2,150.0,150.0,0.0,50.0,0.00,20.0,0.0,100,50.0,0.0,66.7,77.3,117.55,48.0,2/9/2024
L. James - D. Russell - C. Wood - T. Prince - S. Mays,LAL,1,2,166.7,166.7,0.0,100,0.00,20.0,100,0.0,100,0.0,50.0,66.5,92.21,54.5,2/9/2024
L. James - T. Prince - J. Hayes - S. Mays - A. Reaves,LAL,1,2,66.7,25.0,41.7,100,0.00,25.0,0.0,66.7,40.0,0.0,33.3,33.3,99.80,200.0,2/9/2024
A. Davis - D. Russell - T. Prince - R. Hachimura - A. Reaves,LAL,1,1,33.3,250.0,-216.7,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,34.7,93.51,-15.4,2/9/2024
L. James - A. Davis - T. Prince - R. Hachimura - A. Reaves,LAL,1,1,100.0,66.7,33.3,100,0.00,33.3,0.0,100,50.0,0.0,50.0,50.0,130.91,60.0,2/9/2024
L. James - A. Davis - T. Prince - S. Mays - A. Reaves,LAL,1,1,133.3,166.7,-33.3,100,1.00,25.0,0.0,100,100,0.3,100,106.4,139.35,42.9,2/9/2024
L. James - D. Russell - R. Hachimura - J. Hayes - A. Reaves,LAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,100,100,0.0,0.0,0.0,338.82,0.0,2/9/2024
L. James - T. Prince - R. Hachimura - J. Hayes - A. Reaves,LAL,1,0,200.0,0.0,200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,113.6,90.00,200.0,2/9/2024
L. James - A. Davis - D. Russell - R. Hachimura - A. Reaves,LAL,1,12,116.0,96.0,20.0,80.0,2.67,22.9,20.0,58.8,44.4,0.1,57.5,62.8,99.59,69.6,2/13/2024
L. James - S. Dinwiddie - D. Russell - T. Prince - J. Hayes,LAL,1,7,100.0,118.8,-18.8,83.3,1.25,21.7,16.7,54.5,41.2,0.2,68.2,69.0,108.99,50.0,2/13/2024
L. James - A. Davis - S. Dinwiddie - R. Hachimura - A. Reaves,LAL,1,5,130.0,140.0,-10.0,66.7,4.00,26.7,25.0,100,57.1,0.1,65.0,65.0,104.73,48.4,2/13/2024
A. Davis - S. Dinwiddie - D. Russell - R. Hachimura - A. Reaves,LAL,1,4,120.0,72.7,47.3,100,4.00,28.6,0.0,66.7,46.2,0.1,62.5,67.6,114.98,75.0,2/13/2024
A. Davis - S. Dinwiddie - D. Russell - C. Wood - T. Prince,LAL,1,3,71.4,137.5,-66.1,100,0.33,12.5,0.0,50.0,33.3,0.4,50.0,64.4,125.58,20.7,2/13/2024
L. James - A. Davis - T. Prince - R. Hachimura - A. Reaves,LAL,1,3,200.0,33.3,166.7,60.0,0.00,25.0,66.7,83.3,77.8,0.0,68.8,75.1,117.00,129.0,2/13/2024
S. Dinwiddie - C. Wood - T. Prince - R. Hachimura - A. Reaves,LAL,1,3,128.6,133.3,-4.8,100,2.00,20.0,33.3,50.0,40.0,0.1,62.5,67.8,96.00,53.6,2/13/2024
S. Dinwiddie - D. Russell - C. Wood - T. Prince - J. Hayes,LAL,1,3,125.0,50.0,75.0,50.0,2.00,16.7,50.0,66.7,60.0,0.1,56.3,59.2,118.76,96.2,2/13/2024
A. Davis - S. Dinwiddie - C. Wood - T. Prince - A. Reaves,LAL,1,1,200.0,100.0,100.0,50.0,0.00,33.3,0.0,100,100,0.0,100,100,87.27,75.0,2/13/2024
L. James - A. Davis - D. Russell - T. Prince - R. Hachimura,LAL,1,1,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.91,-75.0,2/13/2024
L. James - S. Dinwiddie - D. Russell - J. Hayes - A. Reaves,LAL,1,1,166.7,100.0,66.7,100,0.00,25.0,0.0,100,50.0,0.0,75.0,86.8,122.03,75.0,2/13/2024
L. James - S. Dinwiddie - R. Hachimura - J. Hayes - A. Reaves,LAL,1,1,66.7,66.7,0.0,0.0,0.00,0.0,0.0,66.7,50.0,0.0,50.0,50.0,125.22,77.8,2/13/2024
L. James - T. Prince - R. Hachimura - J. Hayes - A. Reaves,LAL,1,1,66.7,200.0,-133.3,0.0,0.00,0.0,0.0,0.0,0.0,0.3,0.0,53.2,144.00,-20.0,2/13/2024
S. Dinwiddie - C. Wood - A. Reaves - J. Hood-Schifino - M. Lewis,LAL,1,1,200.0,0.0,200.0,100,0.00,50.0,0.0,100,100,0.0,100,100,81.51,166.7,2/13/2024
S. Dinwiddie - C. Wood - C. Castleton - J. Hood-Schifino - M. Lewis,LAL,1,1,0.0,166.7,-166.7,0.0,0.00,0.0,0.0,0.0,0.0,0.3,0.0,0.0,101.65,-100.0,2/13/2024
L. James - C. Wood - T. Prince - R. Hachimura - A. Reaves,LAL,1,0,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.77,0.0,2/13/2024
S. Dinwiddie - D. Russell - C. Wood - T. Prince - A. Reaves,LAL,1,0,100.0,0.0,100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,56.8,144.00,0.0,2/13/2024
A. Davis - D. Russell - T. Prince - R. Hachimura - A. Reaves,LAL,1,18,128.2,90.0,38.2,63.2,4.00,21.4,27.8,68.0,51.2,0.1,62.2,63.1,105.72,66.9,2/14/2024
A. Davis - S. Dinwiddie - C. Wood - R. Hachimura - A. Reaves,LAL,1,7,171.4,92.9,78.6,50.0,0.00,18.2,50.0,85.7,66.7,0.0,59.4,65.9,95.55,80.9,2/14/2024
A. Davis - S. Dinwiddie - D. Russell - T. Prince - A. Reaves,LAL,1,3,140.0,160.0,-20.0,100,0.00,37.5,0.0,33.3,25.0,0.0,75.0,71.7,85.71,48.5,2/14/2024
A. Davis - S. Dinwiddie - T. Prince - R. Hachimura - A. Reaves,LAL,1,3,122.2,187.5,-65.3,50.0,2.00,18.2,0.0,50.0,33.3,0.1,80.0,81.4,117.69,37.7,2/14/2024
S. Dinwiddie - D. Russell - R. Hachimura - J. Hayes - D. Windler,LAL,1,3,216.7,133.3,83.3,75.0,0.00,33.3,0.0,100,50.0,0.0,90.0,96.2,110.77,70.8,2/14/2024
A. Davis - S. Dinwiddie - D. Russell - C. Wood - D. Windler,LAL,1,2,100.0,75.0,25.0,50.0,1.00,16.7,50.0,40.0,42.9,0.3,50.0,50.0,81.13,75.0,2/14/2024
A. Davis - S. Dinwiddie - D. Russell - T. Prince - J. Hayes,LAL,1,2,120.0,100.0,20.0,100,0.00,37.5,0.0,100,50.0,0.0,60.0,60.0,101.41,59.3,2/14/2024
C. Wood - J. Hayes - D. Windler - S. Mays - C. Castleton,LAL,1,2,50.0,100.0,-50.0,100,1.00,20.0,0.0,50.0,33.3,0.3,33.3,33.3,109.71,0.0,2/14/2024
S. Dinwiddie - D. Russell - C. Wood - T. Prince - J. Hayes,LAL,1,2,100.0,200.0,-100.0,50.0,1.00,16.7,0.0,50.0,25.0,0.2,62.5,62.5,102.13,7.4,2/14/2024
S. Dinwiddie - D. Russell - T. Prince - R. Hachimura - J. Hayes,LAL,1,2,175.0,200.0,-25.0,66.7,0.00,33.3,0.0,100,100,0.0,116.7,116.7,87.27,62.5,2/14/2024
