LINEUPS,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,DATE
L. James - A. Davis - D. Russell - T. Prince - A. Reaves,LAL,1,9,136.8,152.6,-15.8,63.6,7.00,25.9,25.0,66.7,42.9,0.1,65.8,66.9,104.63,48.7,12/20/2023
A. Davis - J. Vanderbilt - R. Hachimura - G. Vincent - A. Reaves,LAL,1,4,62.5,87.5,-25.0,100,2.00,20.0,0.0,100,42.9,0.1,33.3,36.3,104.25,30.8,12/20/2023
L. James - A. Davis - G. Vincent - C. Reddish - A. Reaves,LAL,1,4,110.0,122.2,-12.2,50.0,1.00,15.4,20.0,75.0,44.4,0.2,50.0,55.7,104.83,51.4,12/20/2023
T. Prince - J. Vanderbilt - R. Hachimura - G. Vincent - A. Reaves,LAL,1,4,100.0,155.6,-55.6,66.7,1.00,15.4,50.0,0.0,42.9,0.3,44.4,44.4,95.25,13.0,12/20/2023
L. James - J. Vanderbilt - R. Hachimura - C. Reddish - A. Reaves,LAL,1,3,85.7,128.6,-42.9,0.0,0.00,0.0,33.3,100,50.0,0.3,50.0,50.0,106.11,17.9,12/20/2023
A. Davis - D. Russell - T. Prince - R. Hachimura - C. Reddish,LAL,1,2,100.0,0.0,100.0,100,0.00,25.0,0.0,100,60.0,0.0,50.0,50.0,96.00,200.0,12/20/2023
L. James - A. Davis - T. Prince - C. Reddish - A. Reaves,LAL,1,2,100.0,175.0,-75.0,100,0.00,25.0,0.0,0.0,0.0,0.0,50.0,50.0,82.62,0.0,12/20/2023
L. James - J. Vanderbilt - R. Hachimura - G. Vincent - A. Reaves,LAL,1,2,66.7,150.0,-83.3,0.0,0.00,0.0,0.0,100,33.3,0.0,0.0,34.7,102.86,16.7,12/20/2023
C. Wood - R. Hachimura - J. Hayes - M. Christie - M. Lewis,LAL,1,1,66.7,66.7,0.0,100,1.00,25.0,0.0,100,100,0.3,100,100,110.77,100,12/20/2023
A. Davis - D. Russell - T. Prince - R. Hachimura - C. Reddish,LAL,1,14,106.9,117.9,-11.0,42.9,3.00,16.2,16.7,73.3,48.1,0.1,55.8,57.7,98.54,46.4,12/21/2023
A. Davis - D. Russell - T. Prince - C. Reddish - A. Reaves,LAL,1,5,133.3,88.9,44.4,75.0,3.00,23.1,25.0,60.0,44.4,0.1,68.8,67.6,93.24,66.7,12/21/2023
A. Davis - D. Russell - T. Prince - J. Vanderbilt - R. Hachimura,LAL,1,5,100.0,72.7,27.3,75.0,1.00,20.0,50.0,100,75.0,0.3,50.0,56.3,101.48,57.1,12/21/2023
D. Russell - R. Hachimura - C. Reddish - J. Hayes - A. Reaves,LAL,1,5,50.0,118.2,-68.2,0.0,0.00,0.0,20.0,60.0,40.0,0.3,42.9,42.9,111.52,14.3,12/21/2023
A. Davis - T. Prince - J. Vanderbilt - C. Reddish - A. Reaves,LAL,1,4,75.0,28.6,46.4,0.0,0.00,0.0,0.0,80.0,57.1,0.3,50.0,61.5,102.86,500.0,12/21/2023
A. Davis - D. Russell - T. Prince - R. Hachimura - A. Reaves,LAL,1,3,100.0,75.0,25.0,100,0.00,12.5,0.0,75.0,37.5,0.0,30.0,51.8,116.76,57.9,12/21/2023
A. Davis - D. Russell - C. Wood - J. Vanderbilt - A. Reaves,LAL,1,2,75.0,200.0,-125.0,0.0,0.00,0.0,0.0,0.0,0.0,0.3,50.0,50.0,115.20,4.5,12/21/2023
A. Davis - D. Russell - T. Prince - C. Reddish - J. Hayes,LAL,1,2,160.0,150.0,10.0,66.7,1.00,28.6,0.0,50.0,50.0,0.4,116.7,116.3,109.83,58.1,12/21/2023
A. Davis - J. Vanderbilt - R. Hachimura - C. Reddish - A. Reaves,LAL,1,2,140.0,266.7,-126.7,50.0,0.00,12.5,66.7,0.0,66.7,0.0,50.0,55.4,101.05,33.3,12/21/2023
C. Wood - T. Prince - C. Reddish - J. Hayes - A. Reaves,LAL,1,2,33.3,150.0,-116.7,0.0,0.00,0.0,0.0,100,50.0,0.7,0.0,53.2,158.24,-30.0,12/21/2023
T. Prince - R. Hachimura - C. Reddish - J. Hayes - A. Reaves,LAL,1,2,100.0,100.0,0.0,50.0,0.00,16.7,50.0,100,75.0,0.0,50.0,41.0,89.20,50.0,12/21/2023
A. Davis - D. Russell - J. Vanderbilt - R. Hachimura - A. Reaves,LAL,1,1,166.7,66.7,100.0,100,0.00,33.3,100,100,100,0.0,83.3,83.3,104.10,83.3,12/21/2023
A. Davis - D. Russell - R. Hachimura - C. Reddish - A. Reaves,LAL,1,1,100.0,175.0,-75.0,100,0.00,20.0,0.0,100,33.3,0.0,33.3,46.3,132.41,12.5,12/21/2023
T. Prince - J. Vanderbilt - C. Reddish - J. Hayes - A. Reaves,LAL,1,1,300.0,150.0,150.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,150.0,150.0,134.58,50.0,12/21/2023
A. Davis - D. Russell - T. Prince - J. Vanderbilt - A. Reaves,LAL,1,0,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.00,-200.0,12/21/2023
D. Russell - T. Prince - C. Reddish - J. Hayes - A. Reaves,LAL,1,0,300.0,0.0,300.0,100,0.00,50.0,0.0,0.0,0.0,0.0,100,104.2,214.93,133.3,12/21/2023
L. James - A. Davis - R. Hachimura - C. Reddish - A. Reaves,LAL,1,10,127.3,109.1,18.2,80.0,2.00,25.8,20.0,81.8,62.5,0.2,76.7,81.4,107.21,64.2,12/23/2023
L. James - A. Davis - T. Prince - J. Vanderbilt - C. Reddish,LAL,1,10,114.3,104.5,9.7,50.0,2.00,13.3,38.5,88.9,59.1,0.1,42.9,50.8,102.86,52.4,12/23/2023
L. James - A. Davis - J. Vanderbilt - R. Hachimura - A. Reaves,LAL,1,4,83.3,85.7,-2.4,50.0,1.00,11.1,50.0,44.4,46.2,0.2,33.3,36.3,88.72,58.8,12/23/2023
L. James - D. Russell - T. Prince - J. Vanderbilt - J. Hayes,LAL,1,4,177.8,100.0,77.8,83.3,0.00,35.7,0.0,66.7,50.0,0.0,93.8,94.8,97.44,78.0,12/23/2023
A. Davis - D. Russell - J. Vanderbilt - R. Hachimura - A. Reaves,LAL,1,3,85.7,183.3,-97.6,50.0,0.00,12.5,0.0,100,25.0,0.0,40.0,51.0,112.10,26.3,12/23/2023
A. Davis - T. Prince - R. Hachimura - C. Reddish - A. Reaves,LAL,1,3,85.7,66.7,19.0,100,3.00,30.0,0.0,100,60.0,0.1,60.0,60.0,113.45,69.2,12/23/2023
L. James - A. Davis - D. Russell - T. Prince - A. Reaves,LAL,1,3,71.4,133.3,-61.9,100,0.00,22.2,0.0,50.0,16.7,0.0,41.7,41.7,109.47,29.4,12/23/2023
A. Davis - D. Russell - R. Hachimura - C. Reddish - A. Reaves,LAL,1,2,250.0,175.0,75.0,66.7,0.00,28.6,50.0,50.0,50.0,0.0,112.5,112.6,98.46,59.0,12/23/2023
A. Davis - D. Russell - T. Prince - R. Hachimura - A. Reaves,LAL,1,2,125.0,150.0,-25.0,100,0.00,28.6,50.0,33.3,40.0,0.0,50.0,51.2,122.03,47.6,12/23/2023
A. Davis - D. Russell - T. Prince - R. Hachimura - C. Reddish,LAL,1,2,125.0,166.7,-41.7,100,0.00,33.3,0.0,100,50.0,0.0,83.3,83.3,102.86,58.3,12/23/2023
L. James - A. Davis - T. Prince - R. Hachimura - A. Reaves,LAL,1,2,50.0,150.0,-100.0,100,0.00,20.0,0.0,100,25.0,0.0,25.0,25.0,95.21,-16.7,12/23/2023
L. James - D. Russell - J. Vanderbilt - R. Hachimura - J. Hayes,LAL,1,2,100.0,166.7,-66.7,100,1.00,20.0,0.0,0.0,0.0,0.3,75.0,69.4,98.82,42.9,12/23/2023
L. James - A. Davis - D. Russell - R. Hachimura - C. Reddish,LAL,1,1,0.0,0.0,0.0,0.0,0.00,0.0,100,100,100,0.0,0.0,0.0,90.00,0.0,12/23/2023
L. James - A. Davis - T. Prince - C. Reddish - A. Reaves,LAL,1,1,166.7,100.0,66.7,100,0.00,28.6,100,100,100,0.0,66.7,64.4,109.09,100,12/23/2023
L. James - A. Davis - T. Prince - J. Vanderbilt - R. Hachimura,LAL,1,1,200.0,100.0,100.0,100,0.00,42.9,0.0,100,100,0.0,133.3,133.3,150.39,76.5,12/23/2023
L. James - A. Davis - T. Prince - R. Hachimura - A. Reaves,LAL,1,9,131.6,135.0,-3.4,60.0,3.00,23.1,14.3,50.0,35.3,0.1,73.5,73.5,101.19,46.1,12/25/2023
L. James - A. Davis - T. Prince - J. Vanderbilt - C. Reddish,LAL,1,8,94.7,150.0,-55.3,66.7,1.33,13.8,46.2,77.8,59.1,0.2,36.8,42.5,105.30,21.2,12/25/2023
L. James - D. Russell - T. Prince - J. Vanderbilt - J. Hayes,LAL,1,8,86.7,113.3,-26.7,50.0,1.50,15.8,14.3,55.6,37.5,0.1,54.2,50.5,95.15,46.0,12/25/2023
A. Davis - D. Russell - T. Prince - R. Hachimura - A. Reaves,LAL,1,5,90.9,90.9,0.0,50.0,2.00,15.4,0.0,100,60.0,0.1,50.0,51.2,114.37,45.7,12/25/2023
L. James - A. Davis - R. Hachimura - C. Reddish - A. Reaves,LAL,1,5,100.0,75.0,25.0,60.0,1.50,18.8,0.0,100,70.0,0.2,68.8,73.2,115.76,73.9,12/25/2023
A. Davis - T. Prince - J. Vanderbilt - R. Hachimura - A. Reaves,LAL,1,3,160.0,80.0,80.0,100,0.00,20.0,75.0,50.0,66.7,0.0,50.0,58.1,90.00,72.7,12/25/2023
A. Davis - D. Russell - R. Hachimura - C. Reddish - A. Reaves,LAL,1,2,114.3,200.0,-85.7,100,2.00,20.0,25.0,100,40.0,0.1,50.0,63.3,129.63,27.3,12/25/2023
L. James - A. Davis - D. Russell - T. Prince - R. Hachimura,LAL,1,2,133.3,0.0,133.3,50.0,0.00,25.0,0.0,75.0,60.0,0.0,66.7,66.7,93.33,155.6,12/25/2023
L. James - A. Davis - T. Prince - J. Vanderbilt - A. Reaves,LAL,1,2,150.0,120.0,30.0,0.0,0.00,0.0,0.0,100,50.0,0.0,66.7,77.3,102.05,41.7,12/25/2023
L. James - D. Russell - J. Vanderbilt - R. Hachimura - J. Hayes,LAL,1,2,166.7,200.0,-33.3,50.0,0.00,25.0,0.0,0.0,0.0,0.0,83.3,83.3,90.00,32.0,12/25/2023
A. Davis - T. Prince - R. Hachimura - C. Reddish - A. Reaves,LAL,1,1,100.0,250.0,-150.0,0.0,0.00,0.0,66.7,0.0,66.7,0.3,25.0,33.8,88.89,0.0,12/25/2023
L. James - A. Davis - T. Prince - C. Reddish - A. Reaves,LAL,1,1,200.0,250.0,-50.0,0.0,0.00,0.0,100,0.0,100,0.0,50.0,50.0,86.40,-9.1,12/25/2023
A. Davis - T. Prince - J. Vanderbilt - R. Hachimura - C. Reddish,LAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.36,0.0,12/25/2023
L. James - A. Davis - T. Prince - J. Vanderbilt - R. Hachimura,LAL,1,10,159.1,118.2,40.9,71.4,10.00,28.6,33.3,100,60.0,0.0,63.0,68.3,103.87,61.1,12/28/2023
D. Russell - C. Wood - R. Hachimura - A. Reaves - M. Christie,LAL,1,8,144.4,52.9,91.5,87.5,2.33,26.9,25.0,90.0,71.4,0.2,79.2,86.2,112.00,108.2,12/28/2023
L. James - A. Davis - D. Russell - T. Prince - A. Reaves,LAL,1,5,50.0,100.0,-50.0,50.0,1.00,8.3,12.5,57.1,33.3,0.1,25.0,25.0,108.49,-12.0,12/28/2023
A. Davis - D. Russell - R. Hachimura - A. Reaves - M. Christie,LAL,1,4,144.4,112.5,31.9,80.0,0.00,30.8,0.0,83.3,55.6,0.0,81.3,81.3,108.32,70.2,12/28/2023
C. Wood - J. Vanderbilt - J. Hayes - M. Christie - J. Hood-Schifino,LAL,1,4,88.9,144.4,-55.6,75.0,3.00,21.4,40.0,100,62.5,0.1,44.4,44.4,110.77,37.7,12/28/2023
L. James - D. Russell - C. Wood - R. Hachimura - M. Christie,LAL,1,4,137.5,88.9,48.6,75.0,0.00,27.3,0.0,80.0,44.4,0.0,62.5,65.2,94.52,68.4,12/28/2023
J. Vanderbilt - J. Hayes - A. Reaves - M. Christie - J. Hood-Schifino,LAL,1,3,150.0,100.0,50.0,75.0,0.00,30.0,33.3,100,60.0,0.0,64.3,64.3,102.86,74.2,12/28/2023
A. Davis - D. Russell - C. Wood - T. Prince - J. Vanderbilt,LAL,1,2,133.3,50.0,83.3,75.0,3.00,30.0,50.0,75.0,66.7,0.2,66.7,66.7,124.32,96.4,12/28/2023
D. Russell - C. Wood - J. Vanderbilt - A. Reaves - M. Christie,LAL,1,2,166.7,225.0,-58.3,100,0.00,40.0,0.0,0.0,0.0,0.0,83.3,83.3,84.71,28.6,12/28/2023
L. James - A. Davis - D. Russell - C. Wood - T. Prince,LAL,1,2,160.0,100.0,60.0,100,3.00,37.5,0.0,33.3,25.0,0.2,100,100,126.72,65.6,12/28/2023
A. Davis - D. Russell - T. Prince - R. Hachimura - A. Reaves,LAL,1,1,100.0,66.7,33.3,100,0.00,33.3,0.0,0.0,0.0,0.0,50.0,50.0,118.03,120.0,12/28/2023
L. James - A. Davis - D. Russell - T. Prince - J. Vanderbilt,LAL,1,1,0.0,66.7,-66.7,0.0,0.00,0.0,0.0,50.0,25.0,0.3,0.0,0.0,109.37,-400.0,12/28/2023
L. James - A. Davis - T. Prince - J. Vanderbilt - A. Reaves,LAL,1,1,0.0,250.0,-250.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.91,-60.0,12/28/2023
L. James - C. Wood - J. Vanderbilt - R. Hachimura - A. Reaves,LAL,1,1,75.0,66.7,8.3,100,0.50,20.0,0.0,100,100,0.5,150.0,150.0,136.22,57.1,12/28/2023
L. James - A. Davis - T. Prince - J. Vanderbilt - C. Reddish,LAL,1,10,128.6,59.1,69.5,72.7,2.67,24.2,44.4,100,70.6,0.1,57.5,60.8,102.53,105.1,12/30/2023
A. Davis - D. Russell - T. Prince - R. Hachimura - A. Reaves,LAL,1,7,120.0,114.3,5.7,57.1,4.00,21.1,0.0,66.7,33.3,0.1,57.7,62.8,98.26,51.3,12/30/2023
L. James - C. Wood - J. Vanderbilt - R. Hachimura - A. Reaves,LAL,1,5,80.0,81.8,-1.8,66.7,2.00,16.7,0.0,75.0,33.3,0.1,37.5,42.9,108.78,45.8,12/30/2023
L. James - A. Davis - D. Russell - R. Hachimura - C. Reddish,LAL,1,4,75.0,185.7,-110.7,100,1.00,8.3,50.0,50.0,50.0,0.1,14.3,34.2,100.00,15.2,12/30/2023
L. James - A. Davis - T. Prince - J. Vanderbilt - A. Reaves,LAL,1,4,50.0,50.0,0.0,100,0.00,15.4,16.7,71.4,46.2,0.0,31.3,28.2,110.90,68.4,12/30/2023
L. James - C. Wood - T. Prince - J. Vanderbilt - A. Reaves,LAL,1,4,125.0,62.5,62.5,66.7,2.00,18.2,25.0,100,66.7,0.1,57.1,63.5,91.07,80.8,12/30/2023
A. Davis - D. Russell - T. Prince - C. Reddish - A. Reaves,LAL,1,2,133.3,140.0,-6.7,33.3,0.00,14.3,0.0,100,33.3,0.0,75.0,75.2,122.79,45.2,12/30/2023
L. James - A. Davis - C. Wood - J. Vanderbilt - A. Reaves,LAL,1,2,100.0,200.0,-100.0,50.0,1.00,20.0,0.0,0.0,0.0,0.3,66.7,66.7,109.83,14.3,12/30/2023
L. James - A. Davis - C. Wood - T. Prince - C. Reddish,LAL,1,2,75.0,166.7,-91.7,100,1.00,20.0,0.0,100,50.0,0.3,150.0,150.0,96.00,44.4,12/30/2023
L. James - A. Davis - D. Russell - C. Reddish - A. Reaves,LAL,1,2,60.0,140.0,-80.0,0.0,0.00,0.0,50.0,100,60.0,0.0,0.0,26.0,98.63,6.7,12/30/2023
L. James - A. Davis - D. Russell - J. Vanderbilt - A. Reaves,LAL,1,2,50.0,133.3,-83.3,0.0,0.00,0.0,25.0,100,40.0,0.0,0.0,20.5,112.00,-16.7,12/30/2023
L. James - A. Davis - D. Russell - T. Prince - C. Reddish,LAL,1,2,75.0,140.0,-65.0,100,1.00,20.0,0.0,100,33.3,0.3,50.0,50.0,121.12,18.2,12/30/2023
L. James - A. Davis - D. Russell - T. Prince - R. Hachimura,LAL,1,2,66.7,175.0,-108.3,0.0,0.00,0.0,25.0,0.0,20.0,0.0,25.0,22.5,98.05,-38.5,12/30/2023
L. James - A. Davis - C. Wood - C. Reddish - A. Reaves,LAL,1,1,300.0,0.0,300.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,100,104.2,72.00,200.0,12/30/2023
L. James - A. Davis - C. Wood - T. Prince - A. Reaves,LAL,1,0,200.0,0.0,200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,100,106.4,533.33,133.3,12/30/2023
L. James - A. Davis - T. Prince - R. Hachimura - A. Reaves,LAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.00,0.0,12/30/2023
L. James - A. Davis - T. Prince - A. Reaves - M. Christie,LAL,1,8,106.7,126.7,-20.0,100,2.50,23.8,12.5,62.5,37.5,0.1,50.0,56.3,93.91,43.5,12/31/2023
L. James - A. Davis - T. Prince - J. Vanderbilt - R. Hachimura,LAL,1,8,127.8,158.8,-31.0,77.8,3.50,28.0,0.0,33.3,18.2,0.1,67.9,71.0,110.53,47.1,12/31/2023
L. James - A. Davis - T. Prince - J. Vanderbilt - A. Reaves,LAL,1,5,133.3,120.0,13.3,80.0,2.00,28.6,33.3,100,60.0,0.2,75.0,75.0,97.02,52.2,12/31/2023
L. James - C. Wood - J. Hayes - A. Reaves - M. Christie,LAL,1,4,37.5,100.0,-62.5,0.0,0.00,0.0,14.3,100,40.0,0.0,0.0,17.1,97.22,-160.0,12/31/2023
A. Davis - C. Wood - T. Prince - A. Reaves - M. Christie,LAL,1,3,116.7,120.0,-3.3,50.0,0.00,12.5,33.3,50.0,40.0,0.0,40.0,51.8,99.44,55.0,12/31/2023
A. Davis - C. Wood - T. Prince - J. Vanderbilt - A. Reaves,LAL,1,3,0.0,150.0,-150.0,0.0,0.00,0.0,0.0,60.0,33.3,0.3,0.0,0.0,106.67,-23.8,12/31/2023
C. Wood - J. Hayes - A. Reaves - M. Christie - J. Hood-Schifino,LAL,1,3,100.0,100.0,0.0,0.0,0.00,0.0,0.0,100,66.7,0.0,66.7,77.3,111.48,66.7,12/31/2023
L. James - A. Davis - C. Wood - A. Reaves - M. Christie,LAL,1,3,50.0,87.5,-37.5,100,1.00,18.2,25.0,100,57.1,0.3,33.3,33.3,123.87,34.6,12/31/2023
L. James - C. Wood - T. Prince - J. Vanderbilt - A. Reaves,LAL,1,3,100.0,100.0,0.0,100,2.00,22.2,66.7,50.0,57.1,0.2,50.0,50.0,82.55,53.3,12/31/2023
C. Wood - T. Prince - J. Hayes - A. Reaves - M. Christie,LAL,1,2,140.0,160.0,-20.0,66.7,0.00,28.6,0.0,100,33.3,0.0,70.0,70.0,100.70,42.1,12/31/2023
L. James - A. Davis - C. Wood - M. Christie - J. Hood-Schifino,LAL,1,2,120.0,100.0,20.0,0.0,0.00,0.0,0.0,100,50.0,0.0,33.3,63.0,100.47,78.9,12/31/2023
L. James - A. Davis - T. Prince - J. Vanderbilt - M. Christie,LAL,1,2,180.0,200.0,-20.0,0.0,0.00,0.0,0.0,100,100,0.2,133.3,130.8,115.71,47.1,12/31/2023
A. Davis - C. Wood - J. Hayes - A. Reaves - M. Christie,LAL,1,1,150.0,150.0,0.0,100,1.00,33.3,0.0,100,100,0.5,150.0,150.0,121.52,50.0,12/31/2023
L. James - A. Davis - C. Wood - T. Prince - A. Reaves,LAL,1,1,200.0,200.0,0.0,50.0,0.00,33.3,0.0,0.0,0.0,0.0,100,100,84.71,50.0,12/31/2023
L. James - A. Davis - J. Vanderbilt - A. Reaves - M. Christie,LAL,1,1,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,50.0,25.0,0.0,0.0,0.0,130.91,25.0,12/31/2023
L. James - C. Wood - T. Prince - A. Reaves - M. Christie,LAL,1,1,133.3,66.7,66.7,50.0,0.00,25.0,0.0,100,66.7,0.0,66.7,66.7,146.44,85.7,12/31/2023
A. Davis - C. Wood - J. Vanderbilt - J. Hayes - M. Christie,LAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,100,100,100,0.0,0.0,0.0,234.15,0.0,12/31/2023
L. James - A. Davis - T. Prince - C. Reddish - A. Reaves,LAL,1,13,86.2,96.6,-10.3,90.0,1.13,23.1,11.1,75.0,52.0,0.3,55.3,59.0,110.77,49.0,1/3/2024
A. Davis - C. Wood - J. Vanderbilt - A. Reaves - M. Christie,LAL,1,8,61.1,38.9,22.2,100,2.00,16.7,18.2,100,62.5,0.1,26.7,32.8,104.73,109.1,1/3/2024
L. James - A. Davis - T. Prince - A. Reaves - M. Christie,LAL,1,4,111.1,162.5,-51.4,100,2.00,28.6,25.0,66.7,42.9,0.2,64.3,67.2,94.66,36.7,1/3/2024
L. James - A. Davis - C. Wood - A. Reaves - M. Christie,LAL,1,3,114.3,116.7,-2.4,100,0.00,22.2,0.0,100,50.0,0.0,40.0,59.2,104.46,55.6,1/3/2024
L. James - A. Davis - C. Wood - T. Prince - M. Christie,LAL,1,3,83.3,116.7,-33.3,50.0,0.00,14.3,0.0,75.0,42.9,0.0,40.0,46.0,107.33,48.0,1/3/2024
L. James - A. Davis - J. Vanderbilt - A. Reaves - M. Christie,LAL,1,3,114.3,185.7,-71.4,50.0,2.00,20.0,50.0,100,66.7,0.1,66.7,66.7,108.97,37.8,1/3/2024
L. James - C. Wood - C. Reddish - M. Christie - J. Hood-Schifino,LAL,1,3,71.4,85.7,-14.3,50.0,0.50,8.3,57.1,100,70.0,0.3,27.8,27.8,103.92,-10.0,1/3/2024
L. James - A. Davis - C. Wood - T. Prince - A. Reaves,LAL,1,2,160.0,225.0,-65.0,100,3.00,30.0,100,0.0,100,0.2,70.0,73.5,88.16,42.4,1/3/2024
L. James - A. Davis - T. Prince - J. Vanderbilt - M. Christie,LAL,1,2,57.1,133.3,-76.2,100,0.25,11.1,50.0,100,80.0,0.6,33.3,51.5,139.70,18.2,1/3/2024
A. Davis - C. Wood - T. Prince - A. Reaves - M. Christie,LAL,1,1,200.0,0.0,200.0,100,0.00,33.3,0.0,100,100,0.0,100,106.4,135.53,175.0,1/3/2024
C. Wood - J. Hayes - A. Reaves - M. Christie - J. Hood-Schifino,LAL,1,1,0.0,0.0,0.0,0.0,0.00,0.0,0.0,100,100,0.0,0.0,0.0,72.36,0.0,1/3/2024
L. James - A. Davis - C. Wood - J. Vanderbilt - A. Reaves,LAL,1,1,200.0,300.0,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,113.6,73.22,80.0,1/3/2024
L. James - A. Davis - C. Wood - T. Prince - C. Reddish,LAL,1,1,100.0,250.0,-150.0,100,0.00,33.3,0.0,0.0,0.0,0.0,50.0,50.0,130.91,23.5,1/3/2024
L. James - A. Davis - T. Prince - C. Reddish - J. Hood-Schifino,LAL,1,1,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.16,50.0,1/3/2024
L. James - A. Davis - T. Prince - J. Vanderbilt - A. Reaves,LAL,1,1,0.0,0.0,0.0,0.0,0.00,0.0,100,100,100,0.5,0.0,0.0,93.91,100,1/3/2024
L. James - C. Wood - T. Prince - C. Reddish - J. Hood-Schifino,LAL,1,1,66.7,100.0,-33.3,0.0,0.00,0.0,50.0,50.0,50.0,0.3,33.3,33.3,91.14,25.0,1/3/2024
A. Davis - C. Wood - T. Prince - J. Vanderbilt - M. Christie,LAL,1,0,0.0,200.0,-200.0,0.0,0.00,0.0,100,0.0,100,0.0,0.0,0.0,223.26,-100.0,1/3/2024
L. James - A. Davis - T. Prince - C. Reddish - A. Reaves,LAL,1,27,119.3,140.4,-21.1,69.2,4.50,22.0,22.6,68.4,40.0,0.1,54.7,56.6,101.33,40.2,1/5/2024
L. James - C. Wood - J. Vanderbilt - A. Reaves - M. Christie,LAL,1,6,46.2,58.3,-12.2,50.0,0.25,6.3,33.3,77.8,60.0,0.3,25.0,33.8,100.00,71.4,1/5/2024
A. Davis - C. Wood - J. Vanderbilt - A. Reaves - M. Christie,LAL,1,4,100.0,122.2,-22.2,50.0,2.00,16.7,50.0,66.7,60.0,0.1,66.7,65.4,117.82,60.0,1/5/2024
A. Davis - C. Wood - T. Prince - J. Vanderbilt - M. Christie,LAL,1,3,142.9,128.6,14.3,33.3,0.50,12.5,0.0,100,100,0.3,100,105.0,115.86,55.6,1/5/2024
A. Davis - T. Prince - C. Reddish - A. Reaves - M. Christie,LAL,1,3,28.6,116.7,-88.1,0.0,0.00,0.0,0.0,100,28.6,0.1,20.0,18.4,120.00,-25.0,1/5/2024
L. James - A. Davis - C. Wood - J. Vanderbilt - M. Christie,LAL,1,3,260.0,40.0,220.0,50.0,0.00,28.6,0.0,100,100,0.0,137.5,133.2,88.34,111.8,1/5/2024
L. James - A. Davis - T. Prince - C. Reddish - M. Christie,LAL,1,1,100.0,100.0,0.0,100,0.00,25.0,0.0,0.0,0.0,0.0,50.0,50.0,105.37,50.0,1/5/2024
L. James - A. Davis - T. Prince - J. Vanderbilt - M. Christie,LAL,1,1,0.0,300.0,-300.0,0.0,0.00,0.0,0.0,0.0,0.0,0.5,0.0,0.0,100.47,-66.7,1/5/2024
L. James - C. Wood - J. Vanderbilt - C. Reddish - A. Reaves,LAL,1,1,100.0,250.0,-150.0,100,1.00,33.3,0.0,0.0,0.0,0.5,100,100,130.91,20.0,1/5/2024
L. James - C. Wood - T. Prince - C. Reddish - M. Christie,LAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,100,50.0,0.0,0.0,0.0,240.00,50.0,1/5/2024
L. James - A. Davis - T. Prince - C. Reddish - A. Reaves,LAL,1,15,106.3,106.3,0.0,61.5,1.14,19.0,15.4,75.0,48.3,0.2,62.0,63.5,100.83,58.7,1/7/2024
L. James - D. Russell - C. Wood - J. Vanderbilt - M. Christie,LAL,1,8,140.0,100.0,40.0,40.0,2.00,16.7,71.4,71.4,71.4,0.1,61.8,61.8,94.22,62.9,1/7/2024
L. James - A. Davis - D. Russell - T. Prince - A. Reaves,LAL,1,6,108.3,90.9,17.4,25.0,0.50,6.7,40.0,50.0,46.2,0.2,50.0,60.4,90.57,73.3,1/7/2024
A. Davis - D. Russell - C. Wood - J. Vanderbilt - M. Christie,LAL,1,4,87.5,100.0,-12.5,100,3.00,27.3,0.0,100,50.0,0.1,50.0,50.0,107.66,47.2,1/7/2024
A. Davis - D. Russell - C. Wood - J. Vanderbilt - A. Reaves,LAL,1,3,128.6,114.3,14.3,50.0,1.00,22.2,0.0,60.0,50.0,0.3,90.0,90.0,113.90,55.0,1/7/2024
A. Davis - D. Russell - T. Prince - C. Reddish - A. Reaves,LAL,1,3,100.0,133.3,-33.3,50.0,1.00,14.3,0.0,0.0,0.0,0.2,50.0,56.4,99.31,20.0,1/7/2024
L. James - A. Davis - D. Russell - T. Prince - J. Vanderbilt,LAL,1,3,50.0,75.0,-25.0,100,0.00,14.3,0.0,66.7,25.0,0.0,20.0,25.5,122.93,46.7,1/7/2024
L. James - A. Davis - D. Russell - C. Reddish - A. Reaves,LAL,1,2,0.0,120.0,-120.0,0.0,0.00,0.0,0.0,50.0,33.3,0.4,0.0,0.0,109.92,-10.0,1/7/2024
